,model,time,horizon,quantile,Cases
117,N-HiTS,2020-06-01,4,Cases_q0.900,5.405225658416748
118,N-HiTS,2020-07-01,5,Cases_q0.900,4.528422164916992
119,N-HiTS,2020-08-01,6,Cases_q0.900,4.732672452926636
120,N-HiTS,2020-03-01,1,Cases_q0.950,7.236379790306091
121,N-HiTS,2020-04-01,2,Cases_q0.950,5.030685353279113
122,N-HiTS,2020-05-01,3,Cases_q0.950,5.868122696876526
123,N-HiTS,2020-06-01,4,Cases_q0.950,5.874419927597045
124,N-HiTS,2020-07-01,5,Cases_q0.950,4.62480525970459
125,N-HiTS,2020-08-01,6,Cases_q0.950,4.885429692268372
126,N-HiTS,2020-03-01,1,Cases_q0.975,7.444665277004241
127,N-HiTS,2020-04-01,2,Cases_q0.975,5.304740703105925
128,N-HiTS,2020-05-01,3,Cases_q0.975,5.894272112846375
129,N-HiTS,2020-06-01,4,Cases_q0.975,6.069185984134674
130,N-HiTS,2020-07-01,5,Cases_q0.975,4.684659218788147
131,N-HiTS,2020-08-01,6,Cases_q0.975,4.996845030784606
132,N-HiTS,2020-03-01,1,Cases_q0.990,7.550477027893066
133,N-HiTS,2020-04-01,2,Cases_q0.990,5.52758264541626
134,N-HiTS,2020-05-01,3,Cases_q0.990,5.9078332757949825
135,N-HiTS,2020-06-01,4,Cases_q0.990,6.763854160308838
136,N-HiTS,2020-07-01,5,Cases_q0.990,4.724076924324035
137,N-HiTS,2020-08-01,6,Cases_q0.990,5.070387501716613
0,N-HiTS,2020-04-01,1,Cases_q0.010,2.9794155669212343
1,N-HiTS,2020-05-01,2,Cases_q0.010,2.2258629059791564
2,N-HiTS,2020-06-01,3,Cases_q0.010,3.2023154282569886
3,N-HiTS,2020-07-01,4,Cases_q0.010,2.166958990097046
4,N-HiTS,2020-08-01,5,Cases_q0.010,2.8914601802825928
5,N-HiTS,2020-09-01,6,Cases_q0.010,2.539718930721283
6,N-HiTS,2020-04-01,1,Cases_q0.025,3.2582059025764467
7,N-HiTS,2020-05-01,2,Cases_q0.025,2.3339075326919554
8,N-HiTS,2020-06-01,3,Cases_q0.025,3.3864907145500185
9,N-HiTS,2020-07-01,4,Cases_q0.025,2.6879904687404634
10,N-HiTS,2020-08-01,5,Cases_q0.025,3.2042576372623444
11,N-HiTS,2020-09-01,6,Cases_q0.025,2.940552604198456
12,N-HiTS,2020-04-01,1,Cases_q0.050,3.6371827125549316
13,N-HiTS,2020-05-01,2,Cases_q0.050,2.4810259342193604
14,N-HiTS,2020-06-01,3,Cases_q0.050,3.7474544048309326
15,N-HiTS,2020-07-01,4,Cases_q0.050,2.798494243621826
16,N-HiTS,2020-08-01,5,Cases_q0.050,3.246841239929199
17,N-HiTS,2020-09-01,6,Cases_q0.050,3.0007679581642153
18,N-HiTS,2020-04-01,1,Cases_q0.100,3.8136099338531495
19,N-HiTS,2020-05-01,2,Cases_q0.100,2.8150753021240233
20,N-HiTS,2020-06-01,3,Cases_q0.100,4.045748567581176
21,N-HiTS,2020-07-01,4,Cases_q0.100,2.870705223083496
22,N-HiTS,2020-08-01,5,Cases_q0.100,3.300377082824707
23,N-HiTS,2020-09-01,6,Cases_q0.100,3.1134243488311766
24,N-HiTS,2020-04-01,1,Cases_q0.150,3.891935443878174
25,N-HiTS,2020-05-01,2,Cases_q0.150,2.8738252997398375
26,N-HiTS,2020-06-01,3,Cases_q0.150,4.223597502708435
27,N-HiTS,2020-07-01,4,Cases_q0.150,2.99613881111145
28,N-HiTS,2020-08-01,5,Cases_q0.150,3.5494293212890624
29,N-HiTS,2020-09-01,6,Cases_q0.150,3.158127021789551
30,N-HiTS,2020-04-01,1,Cases_q0.200,3.985523223876953
31,N-HiTS,2020-05-01,2,Cases_q0.200,3.746149444580078
32,N-HiTS,2020-06-01,3,Cases_q0.200,4.314498710632324
33,N-HiTS,2020-07-01,4,Cases_q0.200,3.226476240158081
34,N-HiTS,2020-08-01,5,Cases_q0.200,4.052615165710449
35,N-HiTS,2020-09-01,6,Cases_q0.200,3.179829978942871
36,N-HiTS,2020-04-01,1,Cases_q0.250,4.027825355529785
37,N-HiTS,2020-05-01,2,Cases_q0.250,4.024346947669983
38,N-HiTS,2020-06-01,3,Cases_q0.250,4.347675561904907
39,N-HiTS,2020-07-01,4,Cases_q0.250,3.2404162287712097
40,N-HiTS,2020-08-01,5,Cases_q0.250,4.0935633182525635
41,N-HiTS,2020-09-01,6,Cases_q0.250,3.388942003250122
42,N-HiTS,2020-04-01,1,Cases_q0.300,4.141287469863892
43,N-HiTS,2020-05-01,2,Cases_q0.300,4.194287824630737
44,N-HiTS,2020-06-01,3,Cases_q0.300,4.426137113571167
45,N-HiTS,2020-07-01,4,Cases_q0.300,3.2795141458511354
46,N-HiTS,2020-08-01,5,Cases_q0.300,4.162842655181885
47,N-HiTS,2020-09-01,6,Cases_q0.300,3.775488543510437
48,N-HiTS,2020-04-01,1,Cases_q0.350,4.189874863624572
49,N-HiTS,2020-05-01,2,Cases_q0.350,4.332076072692871
50,N-HiTS,2020-06-01,3,Cases_q0.350,4.4579695701599125
51,N-HiTS,2020-07-01,4,Cases_q0.350,3.6149848818778993
52,N-HiTS,2020-08-01,5,Cases_q0.350,4.21597261428833
53,N-HiTS,2020-09-01,6,Cases_q0.350,4.100882053375244
54,N-HiTS,2020-04-01,1,Cases_q0.400,4.209874534606934
55,N-HiTS,2020-05-01,2,Cases_q0.400,4.4152750968933105
56,N-HiTS,2020-06-01,3,Cases_q0.400,4.4759337425231935
57,N-HiTS,2020-07-01,4,Cases_q0.400,3.6867741107940675
58,N-HiTS,2020-08-01,5,Cases_q0.400,4.2648852348327635
59,N-HiTS,2020-09-01,6,Cases_q0.400,4.136768245697022
60,N-HiTS,2020-04-01,1,Cases_q0.450,4.273432660102844
61,N-HiTS,2020-05-01,2,Cases_q0.450,4.466206645965576
62,N-HiTS,2020-06-01,3,Cases_q0.450,4.496294641494751
63,N-HiTS,2020-07-01,4,Cases_q0.450,3.70264652967453
64,N-HiTS,2020-08-01,5,Cases_q0.450,4.328701591491699
65,N-HiTS,2020-09-01,6,Cases_q0.450,4.190045547485352
66,N-HiTS,2020-04-01,1,Cases_q0.500,4.358459949493408
67,N-HiTS,2020-05-01,2,Cases_q0.500,4.535548210144043
68,N-HiTS,2020-06-01,3,Cases_q0.500,4.51859450340271
69,N-HiTS,2020-07-01,4,Cases_q0.500,3.7127599716186523
70,N-HiTS,2020-08-01,5,Cases_q0.500,4.403312921524048
71,N-HiTS,2020-09-01,6,Cases_q0.500,4.245300769805908
72,N-HiTS,2020-04-01,1,Cases_q0.550,4.398118019104004
73,N-HiTS,2020-05-01,2,Cases_q0.550,4.542246961593628
74,N-HiTS,2020-06-01,3,Cases_q0.550,4.538998341560363
75,N-HiTS,2020-07-01,4,Cases_q0.550,3.7267504930496216
76,N-HiTS,2020-08-01,5,Cases_q0.550,4.465707063674927
77,N-HiTS,2020-09-01,6,Cases_q0.550,4.279473090171814
78,N-HiTS,2020-04-01,1,Cases_q0.600,4.422337055206299
79,N-HiTS,2020-05-01,2,Cases_q0.600,4.560572910308838
80,N-HiTS,2020-06-01,3,Cases_q0.600,4.606851959228516
81,N-HiTS,2020-07-01,4,Cases_q0.600,3.777448320388794
82,N-HiTS,2020-08-01,5,Cases_q0.600,4.480505657196045
83,N-HiTS,2020-09-01,6,Cases_q0.600,4.304050254821777
84,N-HiTS,2020-04-01,1,Cases_q0.650,4.470908188819886
85,N-HiTS,2020-05-01,2,Cases_q0.650,4.567535090446472
86,N-HiTS,2020-06-01,3,Cases_q0.650,4.654202222824097
87,N-HiTS,2020-07-01,4,Cases_q0.650,3.933043420314789
88,N-HiTS,2020-08-01,5,Cases_q0.650,4.492246150970459
89,N-HiTS,2020-09-01,6,Cases_q0.650,4.320348715782165
90,N-HiTS,2020-04-01,1,Cases_q0.700,4.5273253440856935
91,N-HiTS,2020-05-01,2,Cases_q0.700,4.602835845947266
92,N-HiTS,2020-06-01,3,Cases_q0.700,4.680329370498657
93,N-HiTS,2020-07-01,4,Cases_q0.700,3.9675067186355593
94,N-HiTS,2020-08-01,5,Cases_q0.700,4.505319023132325
95,N-HiTS,2020-09-01,6,Cases_q0.700,4.3520057678222654
96,N-HiTS,2020-04-01,1,Cases_q0.750,4.5610045194625854
97,N-HiTS,2020-05-01,2,Cases_q0.750,4.663806915283203
98,N-HiTS,2020-06-01,3,Cases_q0.750,4.762590169906616
99,N-HiTS,2020-07-01,4,Cases_q0.750,3.9936932921409607
100,N-HiTS,2020-08-01,5,Cases_q0.750,4.512144088745117
101,N-HiTS,2020-09-01,6,Cases_q0.750,4.410314083099365
102,N-HiTS,2020-04-01,1,Cases_q0.800,4.6017029762268065
103,N-HiTS,2020-05-01,2,Cases_q0.800,4.713683605194092
104,N-HiTS,2020-06-01,3,Cases_q0.800,4.915302276611328
105,N-HiTS,2020-07-01,4,Cases_q0.800,4.001889228820801
106,N-HiTS,2020-08-01,5,Cases_q0.800,4.538306617736817
107,N-HiTS,2020-09-01,6,Cases_q0.800,4.447115516662597
108,N-HiTS,2020-04-01,1,Cases_q0.850,4.623208808898926
109,N-HiTS,2020-05-01,2,Cases_q0.850,4.753925228118897
110,N-HiTS,2020-06-01,3,Cases_q0.850,5.08888475894928
111,N-HiTS,2020-07-01,4,Cases_q0.850,4.014071893692017
112,N-HiTS,2020-08-01,5,Cases_q0.850,4.766927433013916
113,N-HiTS,2020-09-01,6,Cases_q0.850,4.4671649694442745
114,N-HiTS,2020-04-01,1,Cases_q0.900,4.700001573562623
115,N-HiTS,2020-05-01,2,Cases_q0.900,4.885780572891235
116,N-HiTS,2020-06-01,3,Cases_q0.900,5.352738332748413
117,N-HiTS,2020-07-01,4,Cases_q0.900,4.095144367218017
118,N-HiTS,2020-08-01,5,Cases_q0.900,4.936720705032348
119,N-HiTS,2020-09-01,6,Cases_q0.900,4.7310789108276365
120,N-HiTS,2020-04-01,1,Cases_q0.950,5.590763711929321
121,N-HiTS,2020-05-01,2,Cases_q0.950,4.964962792396546
122,N-HiTS,2020-06-01,3,Cases_q0.950,5.806147265434262
123,N-HiTS,2020-07-01,4,Cases_q0.950,4.176492285728455
124,N-HiTS,2020-08-01,5,Cases_q0.950,4.992238831520081
125,N-HiTS,2020-09-01,6,Cases_q0.950,4.861626124382019
126,N-HiTS,2020-04-01,1,Cases_q0.975,5.83089824914932
127,N-HiTS,2020-05-01,2,Cases_q0.975,5.028717517852783
128,N-HiTS,2020-06-01,3,Cases_q0.975,6.598460710048674
129,N-HiTS,2020-07-01,4,Cases_q0.975,4.39066389799118
130,N-HiTS,2020-08-01,5,Cases_q0.975,5.023795783519745
131,N-HiTS,2020-09-01,6,Cases_q0.975,4.88557813167572
132,N-HiTS,2020-04-01,1,Cases_q0.990,6.632941179275512
133,N-HiTS,2020-05-01,2,Cases_q0.990,5.032234239578247
134,N-HiTS,2020-06-01,3,Cases_q0.990,7.070910930633545
135,N-HiTS,2020-07-01,4,Cases_q0.990,4.7581311798095705
136,N-HiTS,2020-08-01,5,Cases_q0.990,5.098480625152588
137,N-HiTS,2020-09-01,6,Cases_q0.990,4.913575639724732
0,N-HiTS,2020-05-01,1,Cases_q0.010,2.162501537799835
1,N-HiTS,2020-06-01,2,Cases_q0.010,1.4235624074935913
2,N-HiTS,2020-07-01,3,Cases_q0.010,1.701683521270752
3,N-HiTS,2020-08-01,4,Cases_q0.010,2.9405202865600586
4,N-HiTS,2020-09-01,5,Cases_q0.010,2.25114711523056
5,N-HiTS,2020-10-01,6,Cases_q0.010,1.8404666185379028
6,N-HiTS,2020-05-01,1,Cases_q0.025,2.5850994110107424
7,N-HiTS,2020-06-01,2,Cases_q0.025,1.5469375282526017
8,N-HiTS,2020-07-01,3,Cases_q0.025,3.0393682599067686
9,N-HiTS,2020-08-01,4,Cases_q0.025,3.2893898606300356
10,N-HiTS,2020-09-01,5,Cases_q0.025,2.9397246897220612
11,N-HiTS,2020-10-01,6,Cases_q0.025,2.194848209619522
12,N-HiTS,2020-05-01,1,Cases_q0.050,3.0876216292381287
13,N-HiTS,2020-06-01,2,Cases_q0.050,3.0326779007911684
14,N-HiTS,2020-07-01,3,Cases_q0.050,3.045364022254944
15,N-HiTS,2020-08-01,4,Cases_q0.050,3.40418359041214
16,N-HiTS,2020-09-01,5,Cases_q0.050,3.152217745780945
17,N-HiTS,2020-10-01,6,Cases_q0.050,3.1587199687957765
18,N-HiTS,2020-05-01,1,Cases_q0.100,3.866408920288086
19,N-HiTS,2020-06-01,2,Cases_q0.100,3.80783588886261
20,N-HiTS,2020-07-01,3,Cases_q0.100,3.0582337379455566
21,N-HiTS,2020-08-01,4,Cases_q0.100,3.5719857454299926
22,N-HiTS,2020-09-01,5,Cases_q0.100,3.522516202926636
23,N-HiTS,2020-10-01,6,Cases_q0.100,3.5481525897979735
24,N-HiTS,2020-05-01,1,Cases_q0.150,3.8767943024635314
25,N-HiTS,2020-06-01,2,Cases_q0.150,3.8561614394187926
26,N-HiTS,2020-07-01,3,Cases_q0.150,3.0886892795562746
27,N-HiTS,2020-08-01,4,Cases_q0.150,3.615347170829773
28,N-HiTS,2020-09-01,5,Cases_q0.150,3.595187413692474
29,N-HiTS,2020-10-01,6,Cases_q0.150,3.5795886278152467
30,N-HiTS,2020-05-01,1,Cases_q0.200,3.9156641483306887
31,N-HiTS,2020-06-01,2,Cases_q0.200,4.01470947265625
32,N-HiTS,2020-07-01,3,Cases_q0.200,3.1663812160491944
33,N-HiTS,2020-08-01,4,Cases_q0.200,3.6526142597198485
34,N-HiTS,2020-09-01,5,Cases_q0.200,3.6222449779510497
35,N-HiTS,2020-10-01,6,Cases_q0.200,3.6331502914428713
36,N-HiTS,2020-05-01,1,Cases_q0.250,4.109130859375
37,N-HiTS,2020-06-01,2,Cases_q0.250,4.047600269317627
38,N-HiTS,2020-07-01,3,Cases_q0.250,3.1992467045783997
39,N-HiTS,2020-08-01,4,Cases_q0.250,3.6735163927078247
40,N-HiTS,2020-09-01,5,Cases_q0.250,3.6455219984054565
41,N-HiTS,2020-10-01,6,Cases_q0.250,3.660186469554901
42,N-HiTS,2020-05-01,1,Cases_q0.300,4.23135895729065
43,N-HiTS,2020-06-01,2,Cases_q0.300,4.1428906440734865
44,N-HiTS,2020-07-01,3,Cases_q0.300,3.223500895500183
45,N-HiTS,2020-08-01,4,Cases_q0.300,3.7054492473602294
46,N-HiTS,2020-09-01,5,Cases_q0.300,3.6672027349472045
47,N-HiTS,2020-10-01,6,Cases_q0.300,3.937845706939697
48,N-HiTS,2020-05-01,1,Cases_q0.350,4.2809820652008055
49,N-HiTS,2020-06-01,2,Cases_q0.350,4.250586009025573
50,N-HiTS,2020-07-01,3,Cases_q0.350,3.2438835382461546
51,N-HiTS,2020-08-01,4,Cases_q0.350,3.807402753829956
52,N-HiTS,2020-09-01,5,Cases_q0.350,3.684870171546936
53,N-HiTS,2020-10-01,6,Cases_q0.350,3.9925753235816956
54,N-HiTS,2020-05-01,1,Cases_q0.400,4.3130415916442875
55,N-HiTS,2020-06-01,2,Cases_q0.400,4.366227626800537
56,N-HiTS,2020-07-01,3,Cases_q0.400,3.2644508838653565
57,N-HiTS,2020-08-01,4,Cases_q0.400,4.0665099143981935
58,N-HiTS,2020-09-01,5,Cases_q0.400,3.7108757972717283
59,N-HiTS,2020-10-01,6,Cases_q0.400,4.007945156097412
60,N-HiTS,2020-05-01,1,Cases_q0.450,4.339211654663086
61,N-HiTS,2020-06-01,2,Cases_q0.450,4.45994381904602
62,N-HiTS,2020-07-01,3,Cases_q0.450,3.5159668922424316
63,N-HiTS,2020-08-01,4,Cases_q0.450,4.136646676063537
64,N-HiTS,2020-09-01,5,Cases_q0.450,3.7385222792625425
65,N-HiTS,2020-10-01,6,Cases_q0.450,4.025908350944519
66,N-HiTS,2020-05-01,1,Cases_q0.500,4.365108966827393
67,N-HiTS,2020-06-01,2,Cases_q0.500,4.568803071975708
68,N-HiTS,2020-07-01,3,Cases_q0.500,3.638407349586487
69,N-HiTS,2020-08-01,4,Cases_q0.500,4.191298007965088
70,N-HiTS,2020-09-01,5,Cases_q0.500,3.765599846839905
71,N-HiTS,2020-10-01,6,Cases_q0.500,4.09366512298584
72,N-HiTS,2020-05-01,1,Cases_q0.550,4.384763574600219
73,N-HiTS,2020-06-01,2,Cases_q0.550,4.627998971939087
74,N-HiTS,2020-07-01,3,Cases_q0.550,3.689253556728363
75,N-HiTS,2020-08-01,4,Cases_q0.550,4.274434375762939
76,N-HiTS,2020-09-01,5,Cases_q0.550,3.796945130825043
77,N-HiTS,2020-10-01,6,Cases_q0.550,4.17563488483429
78,N-HiTS,2020-05-01,1,Cases_q0.600,4.4015813827514645
79,N-HiTS,2020-06-01,2,Cases_q0.600,4.672668838500977
80,N-HiTS,2020-07-01,3,Cases_q0.600,3.7197954654693604
81,N-HiTS,2020-08-01,4,Cases_q0.600,4.31508731842041
82,N-HiTS,2020-09-01,5,Cases_q0.600,3.844625949859619
83,N-HiTS,2020-10-01,6,Cases_q0.600,4.2688065528869625
84,N-HiTS,2020-05-01,1,Cases_q0.650,4.418784928321839
85,N-HiTS,2020-06-01,2,Cases_q0.650,4.7325448274612425
86,N-HiTS,2020-07-01,3,Cases_q0.650,3.751981830596924
87,N-HiTS,2020-08-01,4,Cases_q0.650,4.354092812538147
88,N-HiTS,2020-09-01,5,Cases_q0.650,3.9015527844429014
89,N-HiTS,2020-10-01,6,Cases_q0.650,4.333665561676026
90,N-HiTS,2020-05-01,1,Cases_q0.700,4.439990425109864
91,N-HiTS,2020-06-01,2,Cases_q0.700,4.774598693847656
92,N-HiTS,2020-07-01,3,Cases_q0.700,3.786084794998169
93,N-HiTS,2020-08-01,4,Cases_q0.700,4.370934772491455
94,N-HiTS,2020-09-01,5,Cases_q0.700,3.9697247982025146
95,N-HiTS,2020-10-01,6,Cases_q0.700,4.39426097869873
96,N-HiTS,2020-05-01,1,Cases_q0.750,4.478380918502808
97,N-HiTS,2020-06-01,2,Cases_q0.750,4.878310561180115
98,N-HiTS,2020-07-01,3,Cases_q0.750,3.81045401096344
99,N-HiTS,2020-08-01,4,Cases_q0.750,4.405278563499451
100,N-HiTS,2020-09-01,5,Cases_q0.750,3.980251371860504
101,N-HiTS,2020-10-01,6,Cases_q0.750,4.523597955703735
102,N-HiTS,2020-05-01,1,Cases_q0.800,4.533407306671142
103,N-HiTS,2020-06-01,2,Cases_q0.800,4.945646476745606
104,N-HiTS,2020-07-01,3,Cases_q0.800,3.8351325511932375
105,N-HiTS,2020-08-01,4,Cases_q0.800,4.44768180847168
106,N-HiTS,2020-09-01,5,Cases_q0.800,4.071835136413574
107,N-HiTS,2020-10-01,6,Cases_q0.800,4.641713047027588
108,N-HiTS,2020-05-01,1,Cases_q0.850,4.60508439540863
109,N-HiTS,2020-06-01,2,Cases_q0.850,5.039774346351623
110,N-HiTS,2020-07-01,3,Cases_q0.850,3.866685891151428
111,N-HiTS,2020-08-01,4,Cases_q0.850,4.573244500160217
112,N-HiTS,2020-09-01,5,Cases_q0.850,4.2661734342575075
113,N-HiTS,2020-10-01,6,Cases_q0.850,4.705842924118042
114,N-HiTS,2020-05-01,1,Cases_q0.900,4.65284218788147
115,N-HiTS,2020-06-01,2,Cases_q0.900,5.163707685470581
116,N-HiTS,2020-07-01,3,Cases_q0.900,3.8802277088165282
117,N-HiTS,2020-08-01,4,Cases_q0.900,4.851985359191895
118,N-HiTS,2020-09-01,5,Cases_q0.900,4.392102146148682
119,N-HiTS,2020-10-01,6,Cases_q0.900,4.718849039077758
120,N-HiTS,2020-05-01,1,Cases_q0.950,4.766191387176514
121,N-HiTS,2020-06-01,2,Cases_q0.950,5.189828872680664
122,N-HiTS,2020-07-01,3,Cases_q0.950,3.928069460391998
123,N-HiTS,2020-08-01,4,Cases_q0.950,4.944756412506104
124,N-HiTS,2020-09-01,5,Cases_q0.950,5.211084771156311
125,N-HiTS,2020-10-01,6,Cases_q0.950,4.736312818527222
126,N-HiTS,2020-05-01,1,Cases_q0.975,5.311300039291381
127,N-HiTS,2020-06-01,2,Cases_q0.975,5.2040447235107425
128,N-HiTS,2020-07-01,3,Cases_q0.975,3.9523785948753356
129,N-HiTS,2020-08-01,4,Cases_q0.975,5.001106023788452
130,N-HiTS,2020-09-01,5,Cases_q0.975,5.482804632186889
131,N-HiTS,2020-10-01,6,Cases_q0.975,4.744359266757965
132,N-HiTS,2020-05-01,1,Cases_q0.990,5.755667052268982
133,N-HiTS,2020-06-01,2,Cases_q0.990,5.227035493850708
134,N-HiTS,2020-07-01,3,Cases_q0.990,4.113696479797363
135,N-HiTS,2020-08-01,4,Cases_q0.990,5.030513596534729
136,N-HiTS,2020-09-01,5,Cases_q0.990,5.570123925209045
137,N-HiTS,2020-10-01,6,Cases_q0.990,4.7521244287490845
0,N-HiTS,2020-06-01,1,Cases_q0.010,3.0831589698791504
1,N-HiTS,2020-07-01,2,Cases_q0.010,2.5073440074920654
2,N-HiTS,2020-08-01,3,Cases_q0.010,3.5281787633895876
3,N-HiTS,2020-09-01,4,Cases_q0.010,1.3530877697467805
4,N-HiTS,2020-10-01,5,Cases_q0.010,2.9272899508476256
5,N-HiTS,2020-11-01,6,Cases_q0.010,2.0204825401306152
6,N-HiTS,2020-06-01,1,Cases_q0.025,3.5923631608486177
7,N-HiTS,2020-07-01,2,Cases_q0.025,2.9098387897014617
8,N-HiTS,2020-08-01,3,Cases_q0.025,3.674789172410965
9,N-HiTS,2020-09-01,4,Cases_q0.025,1.608305209875107
10,N-HiTS,2020-10-01,5,Cases_q0.025,3.7924315690994264
11,N-HiTS,2020-11-01,6,Cases_q0.025,3.655206686258316
12,N-HiTS,2020-06-01,1,Cases_q0.050,4.144913053512573
13,N-HiTS,2020-07-01,2,Cases_q0.050,3.0823185443878174
14,N-HiTS,2020-08-01,3,Cases_q0.050,3.7194233655929567
15,N-HiTS,2020-09-01,4,Cases_q0.050,2.8399111032485966
16,N-HiTS,2020-10-01,5,Cases_q0.050,3.8350090861320494
17,N-HiTS,2020-11-01,6,Cases_q0.050,3.6948050022125245
18,N-HiTS,2020-06-01,1,Cases_q0.100,4.199072742462159
19,N-HiTS,2020-07-01,2,Cases_q0.100,3.2159945011138915
20,N-HiTS,2020-08-01,3,Cases_q0.100,3.7632727146148683
21,N-HiTS,2020-09-01,4,Cases_q0.100,3.7387823820114137
22,N-HiTS,2020-10-01,5,Cases_q0.100,3.9186870098114013
23,N-HiTS,2020-11-01,6,Cases_q0.100,4.008895587921143
24,N-HiTS,2020-06-01,1,Cases_q0.150,4.221340966224671
25,N-HiTS,2020-07-01,2,Cases_q0.150,3.3047070860862733
26,N-HiTS,2020-08-01,3,Cases_q0.150,3.9239623665809633
27,N-HiTS,2020-09-01,4,Cases_q0.150,3.813456082344055
28,N-HiTS,2020-10-01,5,Cases_q0.150,4.007343578338623
29,N-HiTS,2020-11-01,6,Cases_q0.150,4.306988835334778
30,N-HiTS,2020-06-01,1,Cases_q0.200,4.3145805358886715
31,N-HiTS,2020-07-01,2,Cases_q0.200,3.5110671520233154
32,N-HiTS,2020-08-01,3,Cases_q0.200,4.067412662506103
33,N-HiTS,2020-09-01,4,Cases_q0.200,3.989252233505249
34,N-HiTS,2020-10-01,5,Cases_q0.200,4.077358627319336
35,N-HiTS,2020-11-01,6,Cases_q0.200,4.409293365478516
36,N-HiTS,2020-06-01,1,Cases_q0.250,4.406583309173584
37,N-HiTS,2020-07-01,2,Cases_q0.250,3.7124419808387756
38,N-HiTS,2020-08-01,3,Cases_q0.250,4.240057349205017
39,N-HiTS,2020-09-01,4,Cases_q0.250,4.055179476737976
40,N-HiTS,2020-10-01,5,Cases_q0.250,4.1493905782699585
41,N-HiTS,2020-11-01,6,Cases_q0.250,4.501417398452759
42,N-HiTS,2020-06-01,1,Cases_q0.300,4.478992176055908
43,N-HiTS,2020-07-01,2,Cases_q0.300,3.7535641193389893
44,N-HiTS,2020-08-01,3,Cases_q0.300,4.339246702194214
45,N-HiTS,2020-09-01,4,Cases_q0.300,4.116475439071655
46,N-HiTS,2020-10-01,5,Cases_q0.300,4.176665353775024
47,N-HiTS,2020-11-01,6,Cases_q0.300,4.584213066101074
48,N-HiTS,2020-06-01,1,Cases_q0.350,4.54825189113617
49,N-HiTS,2020-07-01,2,Cases_q0.350,3.8193324208259583
50,N-HiTS,2020-08-01,3,Cases_q0.350,4.3627152919769285
51,N-HiTS,2020-09-01,4,Cases_q0.350,4.30166540145874
52,N-HiTS,2020-10-01,5,Cases_q0.350,4.316337203979492
53,N-HiTS,2020-11-01,6,Cases_q0.350,4.6226095914840695
54,N-HiTS,2020-06-01,1,Cases_q0.400,4.605567073822021
55,N-HiTS,2020-07-01,2,Cases_q0.400,4.0147607803344725
56,N-HiTS,2020-08-01,3,Cases_q0.400,4.465152359008789
57,N-HiTS,2020-09-01,4,Cases_q0.400,4.386902809143066
58,N-HiTS,2020-10-01,5,Cases_q0.400,4.389360141754151
59,N-HiTS,2020-11-01,6,Cases_q0.400,4.838891506195068
60,N-HiTS,2020-06-01,1,Cases_q0.450,4.632258319854737
61,N-HiTS,2020-07-01,2,Cases_q0.450,4.220722556114197
62,N-HiTS,2020-08-01,3,Cases_q0.450,4.5706805944442745
63,N-HiTS,2020-09-01,4,Cases_q0.450,4.46147403717041
64,N-HiTS,2020-10-01,5,Cases_q0.450,4.4131593942642215
65,N-HiTS,2020-11-01,6,Cases_q0.450,4.875416493415832
66,N-HiTS,2020-06-01,1,Cases_q0.500,4.6677422523498535
67,N-HiTS,2020-07-01,2,Cases_q0.500,4.228830099105835
68,N-HiTS,2020-08-01,3,Cases_q0.500,4.625618934631348
69,N-HiTS,2020-09-01,4,Cases_q0.500,4.516407489776611
70,N-HiTS,2020-10-01,5,Cases_q0.500,4.435762882232666
71,N-HiTS,2020-11-01,6,Cases_q0.500,5.022656440734863
72,N-HiTS,2020-06-01,1,Cases_q0.550,4.719512915611267
73,N-HiTS,2020-07-01,2,Cases_q0.550,4.264243412017822
74,N-HiTS,2020-08-01,3,Cases_q0.550,4.672361731529236
75,N-HiTS,2020-09-01,4,Cases_q0.550,4.531507182121277
76,N-HiTS,2020-10-01,5,Cases_q0.550,4.471837186813355
77,N-HiTS,2020-11-01,6,Cases_q0.550,5.152719187736511
78,N-HiTS,2020-06-01,1,Cases_q0.600,4.787440204620362
79,N-HiTS,2020-07-01,2,Cases_q0.600,4.350284481048584
80,N-HiTS,2020-08-01,3,Cases_q0.600,4.714450740814209
81,N-HiTS,2020-09-01,4,Cases_q0.600,4.5493169784545895
82,N-HiTS,2020-10-01,5,Cases_q0.600,4.4859569549560545
83,N-HiTS,2020-11-01,6,Cases_q0.600,5.219550132751465
84,N-HiTS,2020-06-01,1,Cases_q0.650,4.869825053215027
85,N-HiTS,2020-07-01,2,Cases_q0.650,4.411843323707581
86,N-HiTS,2020-08-01,3,Cases_q0.650,4.825780367851257
87,N-HiTS,2020-09-01,4,Cases_q0.650,4.746312665939331
88,N-HiTS,2020-10-01,5,Cases_q0.650,4.503661823272705
89,N-HiTS,2020-11-01,6,Cases_q0.650,5.303309631347656
90,N-HiTS,2020-06-01,1,Cases_q0.700,4.928861236572265
91,N-HiTS,2020-07-01,2,Cases_q0.700,4.461349248886108
92,N-HiTS,2020-08-01,3,Cases_q0.700,4.88000864982605
93,N-HiTS,2020-09-01,4,Cases_q0.700,4.852909660339355
94,N-HiTS,2020-10-01,5,Cases_q0.700,4.52417688369751
95,N-HiTS,2020-11-01,6,Cases_q0.700,5.3892427444458
96,N-HiTS,2020-06-01,1,Cases_q0.750,4.984059453010559
97,N-HiTS,2020-07-01,2,Cases_q0.750,4.511161804199219
98,N-HiTS,2020-08-01,3,Cases_q0.750,5.081547737121582
