,time,region,quantile,horizon,Cases
7,2018-02-01,BLM,0.05,2,-0.18656990677118301
8,2018-03-01,BLM,0.05,3,-0.24759583175182334
9,2018-04-01,BLM,0.05,4,-0.23054017722606657
10,2018-05-01,BLM,0.05,5,-0.19772057980298996
11,2018-06-01,BLM,0.05,6,-0.22477143406867972
12,2018-01-01,BLM,0.1,1,-0.1323307305574417
13,2018-02-01,BLM,0.1,2,-0.11505304500460625
14,2018-03-01,BLM,0.1,3,-0.17157983928918838
15,2018-04-01,BLM,0.1,4,-0.14788270443677903
16,2018-05-01,BLM,0.1,5,-0.14524667263031005
17,2018-06-01,BLM,0.1,6,-0.14126545190811157
18,2018-01-01,BLM,0.15,1,-0.10218530111014844
19,2018-02-01,BLM,0.15,2,-0.08992904387414455
20,2018-03-01,BLM,0.15,3,-0.14325873777270318
21,2018-04-01,BLM,0.15,4,-0.12755983397364618
22,2018-05-01,BLM,0.15,5,-0.1253073900938034
23,2018-06-01,BLM,0.15,6,-0.12456965036690235
24,2018-01-01,BLM,0.2,1,-0.07841630131006239
25,2018-02-01,BLM,0.2,2,-0.06666372120380401
26,2018-03-01,BLM,0.2,3,-0.12371313720941543
27,2018-04-01,BLM,0.2,4,-0.11833517551422118
28,2018-05-01,BLM,0.2,5,-0.11458796262741089
29,2018-06-01,BLM,0.2,6,-0.11933923810720444
30,2018-01-01,BLM,0.25,1,-0.04242908116430044
31,2018-02-01,BLM,0.25,2,-0.05268545541912317
32,2018-03-01,BLM,0.25,3,-0.11019736528396606
33,2018-04-01,BLM,0.25,4,-0.10640076920390129
34,2018-05-01,BLM,0.25,5,-0.1075377557426691
35,2018-06-01,BLM,0.25,6,-0.11508590914309025
36,2018-01-01,BLM,0.3,1,-0.0020728430710733013
37,2018-02-01,BLM,0.3,2,-0.04345026649534702
38,2018-03-01,BLM,0.3,3,-0.09925484880805016
39,2018-04-01,BLM,0.3,4,-0.0937777541577816
40,2018-05-01,BLM,0.3,5,-0.09633383899927139
41,2018-06-01,BLM,0.3,6,-0.1080449104309082
42,2018-01-01,BLM,0.35,1,0.04225530009716747
43,2018-02-01,BLM,0.35,2,-0.027980150841176513
44,2018-03-01,BLM,0.35,3,-0.08305015452206135
45,2018-04-01,BLM,0.35,4,-0.08273337297141553
46,2018-05-01,BLM,0.35,5,-0.08485854007303716
47,2018-06-01,BLM,0.35,6,-0.09775086827576161
48,2018-01-01,BLM,0.4,1,0.10933047533035284
49,2018-02-01,BLM,0.4,2,-0.005449335277080517
50,2018-03-01,BLM,0.4,3,-0.0678492173552513
51,2018-04-01,BLM,0.4,4,-0.06294557750225067
52,2018-05-01,BLM,0.4,5,-0.07148973941802979
53,2018-06-01,BLM,0.4,6,-0.07660401314496994
54,2018-01-01,BLM,0.45,1,0.2135837882757187
55,2018-02-01,BLM,0.45,2,0.024963829386979355
