,time,region,quantile,horizon,Cases
108,2017-10-01,BLM,0.9,1,2.5453689575195315
109,2017-11-01,BLM,0.9,2,2.4693488597869875
110,2017-12-01,BLM,0.9,3,2.5884510040283204
111,2018-01-01,BLM,0.9,4,3.4202888965606695
112,2018-02-01,BLM,0.9,5,2.6160089015960697
113,2018-03-01,BLM,0.9,6,2.3247809886932376
114,2017-10-01,BLM,0.95,1,3.474115645885466
115,2017-11-01,BLM,0.95,2,3.313799607753753
116,2017-12-01,BLM,0.95,3,3.646233570575713
117,2018-01-01,BLM,0.95,4,4.712008357048034
118,2018-02-01,BLM,0.95,5,3.8097787737846343
119,2018-03-01,BLM,0.95,6,3.4593207597732523
120,2017-10-01,BLM,0.99,1,6.497005939483643
121,2017-11-01,BLM,0.99,2,6.253176755905151
122,2017-12-01,BLM,0.99,3,6.349883556365967
123,2018-01-01,BLM,0.99,4,8.669013977050781
124,2018-02-01,BLM,0.99,5,6.3574272251129145
125,2018-03-01,BLM,0.99,6,6.5164365196228005
0,2017-11-01,BLM,0.01,1,-0.2624221444129944
1,2017-12-01,BLM,0.01,2,-0.22121820181608198
2,2018-01-01,BLM,0.01,3,-0.2634745240211487
3,2018-02-01,BLM,0.01,4,-0.22792428851127625
4,2018-03-01,BLM,0.01,5,-0.20447907105088234
5,2018-04-01,BLM,0.01,6,-0.23098247170448302
6,2017-11-01,BLM,0.05,1,-0.08104962669312954
7,2017-12-01,BLM,0.05,2,-0.057202845439314844
8,2018-01-01,BLM,0.05,3,-0.08064892813563344
9,2018-02-01,BLM,0.05,4,-0.06234342157840728
10,2018-03-01,BLM,0.05,5,-0.04111188594251871
11,2018-04-01,BLM,0.05,6,-0.0425172001123428
12,2017-11-01,BLM,0.1,1,-0.052110256254673
13,2017-12-01,BLM,0.1,2,-0.02899532113224268
14,2018-01-01,BLM,0.1,3,-0.04436381682753563
15,2018-02-01,BLM,0.1,4,-0.031459396332502367
16,2018-03-01,BLM,0.1,5,-0.021181509830057618
17,2018-04-01,BLM,0.1,6,-0.01591866575181484
